       1,	   8,	   1048576,	     1.426, GigaMultsPerSecond
       1,	  16,	   1048576,	     1.999, GigaMultsPerSecond
       1,	  32,	   1048576,	     2.218, GigaMultsPerSecond
       1,	  64,	   1048576,	     2.758, GigaMultsPerSecond
       1,	 128,	   1048576,	     2.217, GigaMultsPerSecond
       1,	 256,	   1048576,	     2.657, GigaMultsPerSecond
       1,	 512,	   1048576,	     2.445, GigaMultsPerSecond
       2,	   8,	   2097152,	     1.777, GigaMultsPerSecond
       2,	  16,	   2097152,	     2.726, GigaMultsPerSecond
       2,	  32,	   2097152,	     3.785, GigaMultsPerSecond
       2,	  64,	   2097152,	     4.612, GigaMultsPerSecond
       2,	 128,	   2097152,	     3.235, GigaMultsPerSecond
       2,	 256,	   2097152,	     4.863, GigaMultsPerSecond
       2,	 512,	   2097152,	     4.762, GigaMultsPerSecond
       4,	   8,	   4194304,	     2.272, GigaMultsPerSecond
       4,	  16,	   4194304,	     3.789, GigaMultsPerSecond
       4,	  32,	   4194304,	     4.072, GigaMultsPerSecond
       4,	  64,	   4194304,	     5.094, GigaMultsPerSecond
       4,	 128,	   4194304,	     5.866, GigaMultsPerSecond
       4,	 256,	   4194304,	     6.159, GigaMultsPerSecond
       4,	 512,	   4194304,	     7.019, GigaMultsPerSecond
       8,	   8,	   8388608,	     2.574, GigaMultsPerSecond
       8,	  16,	   8388608,	     4.370, GigaMultsPerSecond
       8,	  32,	   8388608,	     6.501, GigaMultsPerSecond
       8,	  64,	   8388608,	     7.019, GigaMultsPerSecond
       8,	 128,	   8388608,	     8.741, GigaMultsPerSecond
       8,	 256,	   8388608,	     7.716, GigaMultsPerSecond
       8,	 512,	   8388608,	     7.366, GigaMultsPerSecond
      16,	   8,	  16777216,	     2.558, GigaMultsPerSecond
      16,	  16,	  16777216,	     4.782, GigaMultsPerSecond
      16,	  32,	  16777216,	     6.604, GigaMultsPerSecond
      16,	  64,	  16777216,	     9.272, GigaMultsPerSecond
      16,	 128,	  16777216,	    10.348, GigaMultsPerSecond
      16,	 256,	  16777216,	     9.717, GigaMultsPerSecond
      16,	 512,	  16777216,	    10.599, GigaMultsPerSecond
      32,	   8,	  33554432,	     2.708, GigaMultsPerSecond
      32,	  16,	  33554432,	     5.096, GigaMultsPerSecond
      32,	  32,	  33554432,	     7.662, GigaMultsPerSecond
      32,	  64,	  33554432,	    11.044, GigaMultsPerSecond
      32,	 128,	  33554432,	    12.150, GigaMultsPerSecond
      32,	 256,	  33554432,	    10.581, GigaMultsPerSecond
      32,	 512,	  33554432,	    11.229, GigaMultsPerSecond
      64,	   8,	  67108864,	     2.748, GigaMultsPerSecond
      64,	  16,	  67108864,	     5.160, GigaMultsPerSecond
      64,	  32,	  67108864,	     9.051, GigaMultsPerSecond
      64,	  64,	  67108864,	    10.715, GigaMultsPerSecond
      64,	 128,	  67108864,	    13.320, GigaMultsPerSecond
      64,	 256,	  67108864,	    13.151, GigaMultsPerSecond
      64,	 512,	  67108864,	    12.453, GigaMultsPerSecond
     128,	   8,	 134217728,	     2.837, GigaMultsPerSecond
     128,	  16,	 134217728,	     5.830, GigaMultsPerSecond
     128,	  32,	 134217728,	    10.263, GigaMultsPerSecond
     128,	  64,	 134217728,	    12.476, GigaMultsPerSecond
     128,	 128,	 134217728,	    12.469, GigaMultsPerSecond
     128,	 256,	 134217728,	    13.846, GigaMultsPerSecond
     128,	 512,	 134217728,	    13.174, GigaMultsPerSecond
