     1 , 4194927.00
     2 , 4201532.50
     3 , 4122198.75
     4 , 3845086.00
     5 , 4010298.50
     6 , 3988042.25
     7 , 3681275.75
     8 , 3709994.25
     9 , 3567294.75
    10 , 3402697.25
    11 , 3279167.50
    12 , 3068854.75
    13 , 3054196.25
    14 , 2813233.50
    15 , 2681733.75
    16 , 2307720.00
    17 , 2171556.75
    18 , 1917219.62
    19 , 1731289.50
    20 , 1572926.25
    21 , 1226892.00
    22 ,  949031.19
    23 ,  698354.88
    24 ,  348733.47
    25 ,  389299.44
    26 ,   57254.51
    27 , -208228.09
    28 , -327542.47
    29 , -680513.62
    30 , -1041977.69
    31 , -1185885.50
    32 , -1485383.25
    33 , -1752397.12
    34 , -1844810.12
    35 , -2148649.50
    36 , -2196452.25
    37 , -2392092.75
    38 , -2715075.50
    39 , -2873282.25
    40 , -2986443.25
    41 , -3196435.50
    42 , -3330450.25
    43 , -3416484.00
    44 , -3529330.00
    45 , -3728070.25
    46 , -3768990.00
    47 , -3914401.75
    48 , -3883512.25
    49 , -3981438.00
    50 , -3974046.25
    51 , -4182083.75
    52 , -4119038.75
    53 , -4063183.75
    54 , -4093909.00
    55 , -4074795.25
    56 , -4022229.75
    57 , -4136867.50
    58 , -3732047.75
    59 , -3738215.00
    60 , -3704414.00
    61 , -3730445.50
    62 , -3563891.75
    63 , -3512151.00
    64 , -3222238.25
    65 , -3272738.25
    66 , -2925617.50
    67 , -2695234.50
    68 , -2516562.25
    69 , -2175464.25
    70 , -2052352.25
    71 , -1729033.12
    72 , -1605926.50
    73 , -1373149.12
    74 , -1298151.62
    75 , -946380.44
    76 , -668551.69
    77 , -453558.50
    78 , -173279.92
    79 ,  169397.19
    80 ,  294784.34
    81 ,  516885.53
    82 ,  834309.19
    83 , 1176439.62
    84 , 1306658.12
    85 , 1537997.25
    86 , 1776658.62
    87 , 2143291.25
    88 , 2199369.00
    89 , 2381861.75
    90 , 2836317.50
    91 , 2696099.75
    92 , 2846063.50
    93 , 3181844.50
    94 , 3265284.75
    95 , 3547394.50
    96 , 3518498.75
    97 , 3595452.50
    98 , 3789036.00
    99 , 3982393.00
   100 , 3790368.75
   101 , 3977700.00
   102 , 4148923.75
   103 , 4200941.50
   104 , 4175208.25
   105 , 4173226.75
   106 , 4242718.00
   107 , 4146453.50
   108 , 4121900.75
   109 , 4124622.25
   110 , 3951282.75
   111 , 3751581.00
   112 , 3633186.25
   113 , 3823860.50
   114 , 3531635.25
   115 , 3581514.00
   116 , 3407414.00
   117 , 3080597.50
   118 , 2970235.00
   119 , 2678531.50
   120 , 2567179.00
   121 , 2442930.00
   122 , 2392783.50
   123 , 1943158.25
   124 , 1740204.12
   125 , 1600125.88
   126 , 1326743.62
   127 , 1214321.25
   128 ,  770279.00
   129 ,  516080.72
   130 ,  369195.28
   131 ,  208175.03
   132 , -329417.47
   133 , -239663.02
   134 , -707864.50
   135 , -1037374.62
   136 , -1236632.12
   137 , -1401372.75
   138 , -1655900.12
   139 , -1880903.75
   140 , -2068528.88
   141 , -2277734.00
   142 , -2594331.50
   143 , -2708117.75
   144 , -2963611.25
   145 , -3020218.50
   146 , -3060801.25
   147 , -3471251.00
   148 , -3570047.00
   149 , -3548231.25
   150 , -3703169.25
   151 , -3832132.50
   152 , -3891292.25
   153 , -4152229.50
   154 , -4124253.25
   155 , -4239501.50
   156 , -4235484.00
   157 , -4213354.50
   158 , -3985848.75
   159 , -4108501.75
   160 , -4216524.00
   161 , -4000741.75
   162 , -3996041.25
   163 , -3819403.00
   164 , -3983351.75
   165 , -3694233.75
   166 , -3764268.50
   167 , -3467353.75
   168 , -3289990.25
   169 , -3241422.00
   170 , -3055863.00
   171 , -3025660.75
   172 , -2522453.25
   173 , -2495747.00
   174 , -2151411.75
   175 , -2156723.50
   176 , -1988593.50
   177 , -1656798.50
   178 , -1399530.50
   179 , -1029533.19
   180 , -1037125.38
   181 , -688652.94
   182 , -343407.78
   183 , -171933.95
   184 ,   62933.43
   185 ,  322894.75
   186 ,  638833.62
   187 ,  557422.19
   188 , 1127518.38
   189 , 1365849.50
   190 , 1504991.88
   191 , 1707774.75
   192 , 1895196.50
   193 , 2220820.50
   194 , 2334907.50
   195 , 2731732.00
   196 , 2758645.00
   197 , 2907728.00
   198 , 3199192.25
   199 , 3261849.25
   200 , 3552405.50
   201 , 3552969.25
   202 , 3608679.00
   203 , 3836947.50
   204 , 3892572.25
   205 , 3906312.75
   206 , 4125785.00
   207 , 4051842.00
   208 , 4138227.75
   209 , 4094549.25
   210 , 4009965.25
   211 , 4252077.00
   212 , 4173916.75
   213 , 4131721.00
   214 , 4188827.75
   215 , 3888873.75
   216 , 4048494.75
   217 , 3722977.50
   218 , 3795087.75
   219 , 3714280.50
   220 , 3327143.75
   221 , 3163705.50
   222 , 3243947.00
   223 , 2918469.75
   224 , 2779154.25
   225 , 2582960.75
   226 , 2407190.25
   227 , 2076484.88
   228 , 2022503.00
   229 , 1746470.38
   230 , 1478752.75
   231 , 1381740.00
   232 , 1157018.00
   233 ,  788362.44
   234 ,  796917.38
   235 ,  339787.59
   236 ,  -29201.95
   237 , -249736.77
   238 , -394026.88
   239 , -595440.94
   240 , -838978.50
   241 , -1113999.50
   242 , -1435452.62
   243 , -1649522.00
   244 , -1800786.00
   245 , -2091740.25
   246 , -2147201.00
   247 , -2468056.00
   248 , -2735794.00
   249 , -2849755.75
   250 , -3094735.75
   251 , -3188388.00
   252 , -3456208.50
   253 , -3458484.75
   254 , -3606524.75
   255 , -3543879.25
